Code,RegNum,BrandNam,Strength,Presentation,Form,Agent,Manufacturer,Country,Price,Pharmmarg,Stratum,PubDec,ResPart,ResCou,ExcDat,Subsidy
6461,166980/11,TWYNSTA,80mg/10mg,28,Tablet,Mersaco,Rottendorf Pharma GmbH,Germany,2405474.545,23.08,B,26.87681056,Boehringer Ingelheim International GmbH ,Germany,2024-02-05,1
6462,166979/11,TWYNSTA,80mg/5mg,28,Tablet,Mersaco,Rottendorf Pharma GmbH,Germany,2262291.536,23.08,B,25.27700041,Boehringer Ingelheim International GmbH ,Germany,2024-02-05,1
11239,135621,TYGACIL,50mg,10vials (5ml/13mm vial),Lyophilized powder foe solution for infusion,Food & Drug Corporation FDC,Wyeth Lederle SRL,Italy,25356523.95,19.35,D,283.3131168,Pfizer Europe MA EEIG,Belgium,2024-02-05,1
10824,130016/1,TYKERB,250mg,70,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,S.C. Sandoz S.R.L.,Romania,1583175,2.44,E2,1,Novartis Pharma AG,Switzerland,2024-02-05,1
6394,166805/11,TYLENOL,100mg,10,Suppository,Droguerie Columbus,Lusomedicamenta Sociedade Tecnica Farmaceutica SA,Portugal,190825.635,23.08,A1,2.13213,Janssen-Cilag AG,Switzerland,2024-02-05,1
6395,166806/11,TYLENOL,200mg,10,Suppository,Droguerie Columbus,Lusomedicamenta Sociedade Tecnica Farmaceutica SA,Portugal,235172.4375,23.08,A1,2.627625,Janssen-Cilag AG,Switzerland,2024-02-05,1
6396,166807/11,TYLENOL,350mg,10,Suppository,Droguerie Columbus,Lusomedicamenta Sociedade Tecnica Farmaceutica SA,Portugal,239203.965,23.08,A1,2.67267,Janssen-Cilag AG,Switzerland,2024-02-05,1
5240,24304/06,TYMER,-,5ml,Ophtalmic Solution,The Lebanese Pharmacists SAL,Jamjoum Pharmaceuticals,Saudi Arabia,427341.915,23.08,A1,4.77477,-,-,2024-02-05,1
4245,4904,TYOTOCIN,-,15ml,Drops solution,Droguerie de l'Union,Algorithm S.A.L.,Lebanon,409552,23.08,A1,4.576,-,-,2024-02-05,1
10950,53622/1,TYPHIBEV TYPHOID CONJUGATED VACCINE (MONOVALENT),-,Single dose Vial 0.5ml,-,Unipharm S.A.L.,Biological E Limited,India,4020776.76,23.08,B,44.92488,Biological E Limited,India,2024-02-05,1
10497,12320/1,TYPHIM VI,1dose,1seringue,Injectable,Mersaco,Sanofi Pasteur ,France,1118076.96,23.08,A2,12.49248,Sanofi Pasteur ,France,2024-02-05,1
7755,186155/13,TYRA,20mg,4,"Tablet, film coated",Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,1369375.508,23.08,A2,15.300285,Dar Al Dawa Development & Investment Co Ltd,Jordan,2024-02-05,1
9433,70417/1,TYRA,5mg,28,"Tablet, film coated",Sadco,Dar Al Dawa Development & Investment Co Ltd,Jordan,3566557.995,23.08,B,39.84981,Dar Al Dawa Development & Investment Co Ltd,Jordan,2024-02-05,1
9445,150817/1,TYROSUR,1mg/g,15g,Gel,New nouvellepharm drug store,Engelhard Arznemittel GmbH and Co.Kg,Germany,510660.15,23.08,A1,5.7057,Engelhard Arznemittel GmbH and Co.Kg,Germany,2024-02-05,1
10731,98820/1,TYSABRI,300mg/15ml,15ml 1 Vial,Concentrate for solution for infusion,Mersaco,Biogen Netherlands BV,The Netherlands,126830593.5,2.44,E2,1417.101604,Biogen Netherlands BV,The Netherlands,2024-02-05,1
7750,66714/1,ULCAZAL,40mg,1Vial,Sterile lyophilized powder for solution for IV  infusion,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,895895,23.08,A2,10.01,-,-,2024-02-05,1
8773,106916/1,ULCAZAL,40mg,10Vials,Sterile lyophilized powder for solution for IV  infusion,Raymond Georges Abou Adal & Co,Arwan Pharmaceutical Industries Lebanon SAL,Lebanon,5916746.55,23.08,B,66.1089,-,-,2024-02-05,1
4640,19217,ULCEDEX,-,30,Tablet,Pharmadex,Pharmadex,Lebanon,222693.9,23.08,A1,2.4882,-,-,2024-02-05,1
3660,973914/02,ULCESEP,20mg,28,Capsule,Pharmaceutica S.A.R.L.,Centrum SA,Spain,263393.13,23.08,A1,2.94294,-,-,2024-02-05,1
7989,136714/1,ULTIBRO BREEZHALER,110/50mcg,"30 Capsules, hard",Inhalation powder,Khalil Fattal & Fils S.A.L.,Siegfried Barbera SL,Spain,4031527.5,23.08,B,45.045,Novartis Pharma AG,Switzerland,2024-02-05,1
9422,28918/1,ULTIVA,2mg,5vials,Powder for infusion,Abela Frères S.A.L.,GlaxoSmithKline Manufacturing SpA,Italy,1703992.29,23.08,B,19.03902,Aspen Pharma Trading Limited,Ireland,2024-02-05,1
9423,29018/1,ULTIVA,5mg,5vials,Powder for infusion,Abela Frères S.A.L.,GlaxoSmithKline Manufacturing SpA,Italy,3119058.443,23.08,B,34.849815,Aspen Pharma Trading Limited,Ireland,2024-02-05,1
169,17016,ULTRA LEVURE,50mg,20,Gélule,Pharmamedic S.A.R.L.,Biocodex,France,381651.27,23.08,A1,4.26426,-,-,2024-02-05,1
3915,973390/01,ULTRA LEVURE,200mg,10,Gélule,Pharmamedic S.A.R.L.,Biocodex,France,513347.835,23.08,A1,5.73573,-,-,2024-02-05,1
8477,133415/1,ULTRA LEVURE,100mg,20 Sachets,Powder for oral suspension,Pharmamedic S.A.R.L.,Biocodex,France,581883.8025,23.08,A1,6.501495,-,-,2024-02-05,1
7781,62114/1,ULZOL,20mg,28,"Capsule, hard, gastro-resistant",Qualipharm,Laboratorios Liconsa SA,Spain,427341.915,23.08,A1,4.77477,Laboratorios Liconsa SA,Spain,2024-02-05,1
5567,23852/07,UMAN ALBUMIN,20g/100ml,1Vial x 50ml,-,Macromed S.A.R.L.,Kedrion SpA ,Italy,3598208.494,23.08,B,40.20344687,-,-,2024-02-05,1
10546,FE17221/1,UNAZOL,150mg,1,Capsule,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,149742.45,23.08,A1,1.6731,-,-,2024-02-05,1
6575,219469/09,UNI-CAL,120mg,30,Capsule,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,1174518.345,23.08,A2,13.12311,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
7047,218865/09,UNICAST,10mg,30,"Tablet, film coated",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,850652.3025,23.08,A2,9.504495,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
7486,218577/10,UNICAST,4mg,30,"Tablet, chewable",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,850652.3025,23.08,A2,9.504495,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
7487,218864/09,UNICAST,5mg,30,"Tablet, chewable",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,850652.3025,23.08,A2,9.504495,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
11129,61522/1,UNIDREA,500mg,100,-,Unipharm S.A.L.,United  biotech Ltd,India,2539862.325,23.08,B,28.37835,United  biotech Ltd,India,2024-02-05,1
8333,122814/1,UNIGLIT,15mg,30,Tablet,Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,685359.675,23.08,A1,7.65765,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
7488,96854/12,UNIROX,20mg,30,"Tablet, film coated",Premium Serve Drugstore Co. P.S.D. SAL,The United Pharmaceutical Manufacturing Co Ltd,Jordan,854683.83,23.08,A2,9.54954,The United Pharmaceutical Manufacturing Co Ltd,Jordan,2024-02-05,1
9777,105116/1,UNIZOL MS,200mg/100ml,1bag,Solution for Intravenous Infusion,Bellapharma S.A.R.L.,MS Pharma,Jordan,1419097.68,23.08,A2,15.85584,MS Pharma,Jordan,2024-02-05,1
10402,14520/1,UPTRAVI,400mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10403,13920/1,UPTRAVI,1600mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10404,14120/1,UPTRAVI,1200mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10405,14220/1,UPTRAVI,1000mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10406,14320/1,UPTRAVI,800mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10407,14820/1,UPTRAVI,600mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10408,14620/1,UPTRAVI,200mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10409,14720/1,UPTRAVI,200mcg,140,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,10062280,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10658,14020/1,UPTRAVI,1400mcg,60,"Tablet, film coated",Mersaco,Excella GmbH & Co KG,Germany,4512270,2.44,E2,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10143,100519/1,URALYT-U,-,280g,Granules,Omnipharma,Madaus GmbH,Germany,1351905.555,23.08,A2,15.10509,Meda Pharma GmbH & Co KG,Germany,2024-02-05,1
10333,FE132520/1,URICARE,10mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1334883.55,23.08,A2,14.9149,-,-,2024-02-05,1
10334,FE132420/1,URICARE,5mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1334883.55,23.08,A2,14.9149,-,-,2024-02-05,1
9036,150416/1,URISOL,5mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1334883.55,23.08,A2,14.9149,-,-,2024-02-05,1
9037,150516/1,URISOL,10mg,30,"Tablet, film coated",Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1334883.55,23.08,A2,14.9149,-,-,2024-02-05,1
4246,261448/97,URISPAS,200mg,30,"Tablet, film coated",Droguerie de l'Union,Algorithm S.A.L. under license from Recordati Ireland Ltd,Lebanon,1094271.75,23.08,A2,12.2265,-,-,2024-02-05,1
9133,186115/13,URO-CARE,20mg/2ml,100 ampoules,Injectable solution,Drugstore 3U S.A.R.L.,Swiss Parenterals Ltd,India,1630080.953,23.08,B,18.213195,Swiss Parenterals Ltd,India,2024-02-05,1
6269,167506/10,UROKIT,-,60 Sachets x3g,-,Droguerie Phenicia,Laboratorios Casasco S.A.I.C.,Argentine,1628737.11,23.08,B,18.19818,Laboratorios Casasco S.A.I.C.,Argentine,2024-02-05,1
518,27480,UROMITEXAN,400mg,15x4ml,Ampoule,Abela Frères S.A.L.,Baxter Oncology GmbH,Germany,2632990.61,23.08,B,29.4188895,-,-,2024-02-05,1
8231,61215/1,UROPYRINE,100mg,30,"Tablet, coated",Wellpharm,Laboratoires Sterop SA,Belgium,1703877.803,23.08,B,19.03774081,Laboratoires Sterop SA,Belgium,2024-02-05,1
1271,405669/00,URO-VAXOM,6mg,30,Capsule,UPO S.A.L.,OM Pharma SA,Switzerland,2689028.843,23.08,B,30.045015,OM Pharma SA,Switzerland,2024-02-05,1
92,27445,URSOFALK,250mg,100,Capsule,Meksapharma SARL,Dr Falk Pharma GmbH,Germany,2823413.093,23.08,B,31.546515,-,-,2024-02-05,1
8443,3215/1,UTABON,0.5mg/ml,-,Nasal spray solution with metering pump,Mediterranean Pharmaceutical Company,Italfarmaco SA,Spain,302364.5625,23.08,A1,3.378375,Uriach Consumer Healthcare S.L.,Spain,2024-02-05,1
117,25530,UTROGESTAN,100mg,30,Capsule,Droguerie Columbus,Laboratoires Besins International,France,525442.4175,23.08,A1,5.870865,-,-,2024-02-05,1
5593,218138/09,UTROGESTAN,200mg,15,Capsule,Droguerie Columbus,Besins Manufacturing Belgium,Belgium,587259.1725,23.08,A1,6.561555,Laboratoires Besins International,France,2024-02-05,1
6739,97029/12,UTROGESTAN,200mg,15,Capsule,Droguerie Columbus,Laboratoires Besins International,France,587259.1725,23.08,A1,6.561555,Laboratoires Besins International,France,2024-02-05,1
8226,1515/1,UTROGESTAN,200mg,15,Capsule,Droguerie Columbus,Cyndea Pharma SL,Spain,587259.1725,23.08,A1,6.561555,Laboratoires Besins International,France,2024-02-05,1
8616,96015/1,UTROGESTAN,100mg,30,Capsule,Droguerie Columbus,Besins Manufacturing Belgium,Belgium,525442.4175,23.08,A1,5.870865,Laboratoires Besins International,France,2024-02-05,1
8929,130916/1,UTROGESTAN,100mg,30,Capsule,Droguerie Columbus,Cyndea Pharma SL,Spain,525442.4175,23.08,A1,5.870865,-,-,2024-02-05,1
7591,222914/14,UVAMIN RETARD,-,20,Capsule,Mectapharm S.A.L.,Acino Pharma AG,Switzerland,391864.473,23.08,A1,4.378374,Acino Pharma AG,Switzerland,2024-02-05,1
6757,97528/11,VAGIFEM,10mcg,18,Applicator with insert tablets,Mersaco,Novo Nordisk AS,Denmark,2254967.715,23.08,B,25.19517,Novo Nordisk AS,Denmark,2024-02-05,1
9819,186549/1,VAGLONAX,450mg,60,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,839796,10.71,E1,1,-,-,2024-02-05,1
11537,56023/1,VAINCOR,5mg,28,"Tablet, coated, scored",Medis Pharm Drugstore,Les Laboratoires Medis,Tunisia,806305.5,23.08,A2,9.009,Les Laboratoires Medis,Tunisia,2024-02-05,1
11538,55923/1,VAINCOR,10mg,28,"Tablet, coated, scored",Medis Pharm Drugstore,Les Laboratoires Medis,Tunisia,1209458.25,23.08,A2,13.5135,Les Laboratoires Medis,Tunisia,2024-02-05,1
8763,102116/1,VALACICLOVIR ARROW,500mg,10,"Tablet, film coated, breakable",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,818400.0825,23.08,A2,9.144135,Arrow Génériques,France,2024-02-05,1
9010,41617/1,VALACICLOVIR ARROW,500mg,42,"Tablet, film coated, breakable",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,3137139.719,23.08,B,35.05184044,Arrow Génériques,France,2024-02-05,1
5291,221439/08,VALCYK BENTA,500mg,50,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,4318213.9,23.08,B,48.2482,-,-,2024-02-05,1
7120,166632/11,VALCYK BENTA,500mg,10,"Tablet, film coated",Benta Trading Co s.a.l.,Benta SAL,Lebanon,945809.15,23.08,A2,10.5677,-,-,2024-02-05,1
7188,187480/13,VALCYTE,450mg,60,"Tablet, film coated",Omnipharma,Patheon Inc,Canada,1043392,10.71,E1,1,F. Hoffmann La Roche Ltd,Switzerland,2024-02-05,1
9069,23617/1,VALGANCICLOVIR ARROW,450mg,60,Comprimes pellicules,Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,802124,10.71,E1,1,Arrow Génériques,France,2024-02-05,1
10196,65617/1,VALGILOR-V,450mg,60,"Tablet, film coated",Droguerie de l'Union,Cipla Ltd,India,756188,10.71,E1,1,Cipla Ltd,India,2024-02-05,1
11464,3624,VALIUM,5mg,25,Tablet,Omnipharma,Recipharm Leganes S.L.U.,Spain,200232.5325,23.08,A1,2.237235,Atnahs Pharma UK Limited,UK,2024-02-05,1
8159,46515/1,VALPROATE DE SODIUM ARROW LP,500mg,30,Comprimés pilliculés sécable à libération prolongée,Darapharma S.A.L.,Dragenopharm Apotheker Puschl GmbH,Germany,253986.2325,23.08,A1,2.837835,Arrow Génériques,France,2024-02-05,1
8618,44416/1,VALSARTAN ARROW LAB,80mg,30,"Tablet, film coated, breakable",Darapharma S.A.L.,APL Swift Services (Malta),Malta,473032.56,23.08,A1,5.28528,Arrow Génériques,France,2024-02-05,1
8619,44316/1,VALSARTAN ARROW LAB,160mg,30,"Tablet, film coated, breakable",Darapharma S.A.L.,APL Swift Services (Malta),Malta,473032.56,23.08,A1,5.28528,Arrow Génériques,France,2024-02-05,1
9217,122617/1,VALTREX,500mg,10,"Tablet, film coated",Abela Frères S.A.L.,GlaxoWellcome SA,Spain,1169142.975,23.08,A2,13.06305,GlaxoSmithKline Produtos Farmaceuticos Lda,Portugal,2024-02-05,1
9218,122517/1,VALTREX,500mg,42,"Tablet, film coated",Abela Frères S.A.L.,GlaxoWellcome SA,Spain,2913213.425,23.08,B,32.54987067,GlaxoSmithKline Produtos Farmaceuticos Lda,Portugal,2024-02-05,1
7934,101714/1,VALUSTAR,160mg,28,"Tablet, film coated",Qualipharm,Atlantic Pharma Producoes Farmaceuticas SA,Portugal,792867.075,23.08,A2,8.85885,Tecnimede Espana Industria Farmaceutica SA,Spain,2024-02-05,1
7935,101814/1,VALUSTAR PLUS,160+12.5mg,28,"Tablet, film coated",Qualipharm,Atlantic Pharma Producoes Farmaceuticas SA,Portugal,792867.075,23.08,A2,8.85885,Tecnimede Espana Industria Farmaceutica SA,Spain,2024-02-05,1
7936,101914/1,VALUSTAR PLUS,160+25mg,28,"Tablet, film coated",Qualipharm,Atlantic Pharma Producoes Farmaceuticas SA,Portugal,792867.075,23.08,A2,8.85885,Tecnimede Espana Industria Farmaceutica SA,Spain,2024-02-05,1
11569,138923/1,VANCO MEDIS ,1g,1 Vial,Lyophilisate for solution for infusion ,Medis Pharm Drugstore,Les Laboratoires Medis SA,Tunisia,1276650.375,23.08,A2,14.26425,Les Laboratoires Medis SA,Tunisia,2024-02-05,1
7250,96860/12,VANCO MEDIS 500MG,-,1 Vial,Powder  for injection,Medis Pharm Drugstore,Les Laboratoires Medis SA,Tunisia,998474.9775,23.08,A2,11.156145,Les Laboratoires Medis SA,Tunisia,2024-02-05,1
1630,973939/02,VANCOLON,0.5g,1Vial,Injectable IV,Pharmanet Drugstore S.A.R.L.,Julphar,United Arab Emirates,1009225.718,23.08,A2,11.276265,-,-,2024-02-05,1
6322,219596/09,VANCOMYCIN HIKMA,500mg,1 Vial,-,Abela Frères S.A.L.,Hikma Italia SpA,Italy,998474.9775,23.08,A2,11.156145,Hikma Pharmaceuticals,Jordan,2024-02-05,1
6323,219595/09,VANCOMYCIN HIKMA,1000mg,1 Vial,-,Abela Frères S.A.L.,Hikma Italia SpA,Italy,1827625.8,23.08,B,20.4204,Hikma Pharmaceuticals,Jordan,2024-02-05,1
8786,76316/1,VANCOMYCIN LABATEC,1g,10 vials,IV powder for solution for infusion ,Levant Alie Houses S.A.L.,Hikma Italia SpA,Italy,7854809.595,21.26,C,87.7632357,Labatec Pharma SA,Switzerland,2024-02-05,1
8787,76216/1,VANCOMYCIN LABATEC,500mg,10 vials,IV powder for solution for infusion ,Levant Alie Houses S.A.L.,Hikma Italia SpA,Italy,5374026.158,23.08,B,60.044985,Labatec Pharma SA,Switzerland,2024-02-05,1
5366,222450/08,VANCOMYCINE VIATRIS 500MG,500mg,1vial,powder for solution for infusion or for oral solution,Benta Trading Co s.a.l.,"Benta SAL under license from Viatris Santé, France",Lebanon,826442.1123,23.08,A2,9.233990082,-,-,2024-02-05,1
6726,167462/10,VAPICIL MICRODOSER,-,15ml,Nasal spray,Germanos Health Care Supplies SARL,Amman Pharmaceutical Industries Co,Jordan,239203.965,23.08,A1,2.67267,Amman Pharmaceutical Industries Co,Jordan,2024-02-05,1
10683,3919/1,VAPREZA 100,100mg,1Vial,Powder for suspension for injection,Pharmamed,"Pharmaline SAL Licensed by Natco Pharma Ltd, India",Lebanon,22812649.27,19.35,D,254.889936,-,-,2024-02-05,1
9073,166316/1,VAQTA,25U/0.5ml,"1Vial, single dose","Suspension for IM Injection, Pediatric dose",Droguerie de l'Union,"Merck Sharp & Dohme Corp, West Point",USA,2539862.325,23.08,B,28.37835,"Merck Sharp & Dohme Corp, West Point",USA,2024-02-05,1
11168,104122/1,VARICELLA VACCINE LIVE,-,1Vial+1Vial of diluent,-,Unipharm S.A.L.,Sinovac (Dalian) vaccine Technology Co Ltd,China,3104276.175,23.08,B,34.68465,Sinovac (Dalian) vaccine Technology Co Ltd,Poland,2024-02-05,1
31,261329/97,VARILRIX + SOLVENT IN SYRINGE,-,1dose Vial x 0.5ml ,Powder and solvent for sol for inj,Abela Frères S.A.L.,GlaxoSmithKline Biologicals SA,Belgium,3473832.863,23.08,B,38.813775,-,-,2024-02-05,1
8947,179716/1,VARIVAX,-,single dose 0.5ml vial of vaccine  powder + single dose 0.7ml vial of sterile diluent for reconstitution,-,Droguerie de l'Union,"Merck Sharp & Dohme Corp, West Point",USA,4102751.153,23.08,B,45.840795,"Merck Sharp & Dohme Corp, West Point",USA,2024-02-05,1
11063,6620/1,VAROXA,10mg,30,"Tablet, film coated",Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,4234447.718,23.08,B,47.312265,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,2024-02-05,1
11064,6720/1,VAROXA,15mg,30,"Tablet, film coated",Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,4234447.718,23.08,B,47.312265,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,2024-02-05,1
11065,6820/1,VAROXA,20mg,30,"Tablet, film coated",Mersaco,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,4234447.718,23.08,B,47.312265,Tabuk Pharmaceutical Manufacturing Company ,Saudi Arabia,2024-02-05,1
9353,111817/1,VASCEPA,1g,120,Capsule,Droguerie de l'Union,Patheon Softgels BV,The Netherlands,8958874.564,19.35,D,1,Amarin Pharma Inc,USA,2024-02-05,70
4371,405487/00,VASCOR,10mg,30,"Tablet, scored",Pharmapro,Mediphar Laboratories,Lebanon,284126.7,23.08,A1,3.1746,-,-,2024-02-05,1
4372,405488/00,VASCOR,20mg,30,"Tablet, scored",Pharmapro,Mediphar Laboratories,Lebanon,284126.7,23.08,A1,3.1746,-,-,2024-02-05,1
4373,195307/04,VASCOR,40mg,30,"Tablet, scored",Pharmapro,Mediphar Laboratories,Lebanon,284126.7,23.08,A1,3.1746,-,-,2024-02-05,1
4567,59/95,VASELINE ICHTYOLEE,10%,20g,Ointment,Mephico S.A.L.,Mephico SAL,Lebanon,103667.85,23.08,A1,1.1583,-,-,2024-02-05,1
4568,78/95,VASELINE PURE,20g,20g,Ointment,Mephico S.A.L.,Mephico SAL,Lebanon,103667.85,23.08,A1,1.1583,-,-,2024-02-05,1
4641,2725,VASELINE PURE,15g,15g,Ointment,Pharmadex,Pharmadex,Lebanon,78070.85,23.08,A1,0.8723,-,-,2024-02-05,1
4721,194309/05,VASOSERC,8mg,100,Tablet,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,1334883.55,23.08,A2,14.9149,-,-,2024-02-05,1
5476,222443/08,VASOSERC BID,24mg,30,Tablet,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,840861.45,23.08,A2,9.3951,-,-,2024-02-05,1
4722,194310/05,VASOSERC FORTE,16mg,60,Tablet,Pharmaline S.A.L.,Pharmaline SAL,Lebanon,944529.3,23.08,A2,10.5534,-,-,2024-02-05,1
3838,195480/04,VASTAREL,35mg,60,"Tablet, film coated, modified release",Khalil Fattal & Fils S.A.L.,Les Laboratoires Servier Industrie,France,1053572.52,23.08,A2,11.77176,Les Laboratoires Servier,France,2024-02-05,1
9809,21919/1,"VAXIGRIPTETRA, VACCIN GRIPPAL QUADRIVALENT (INACTIVE A VIRION FRAGMENTE)",-,1seringue préremplie x 0.5ml avec aiguille attachée,Suspension injectable,Mersaco,Sanofi Pasteur SA,France,970254.285,23.08,A2,10.84083,Sanofi Pasteur SA,France,2024-02-05,1
11304,72122/1,VAXNEUVANCE,-,1pre-filled syringe 0.5ml with 2separate needles,Suspension for injection,Droguerie de l'Union,MSD International GmbH T/A MSD Ireland (Carlow),Ireland,6988412.909,21.26,C,78.0828258,Merck Sharp & Dohme BV,The Netherlands,2024-02-05,1
7237,187460/13,VECTIBIX,20mg/ml,1Vial x 20ml,Concentrate for solution for infusion,Mersaco,Amgen Europe BV,The Netherlands,2423689,2.44,E2,1,Amgen Europe BV,The Netherlands,2024-02-05,1
7238,187459/13,VECTIBIX,20mg/ml,1Vial x 5ml,Concentrate for solution for infusion,Mersaco,Amgen Europe BV,The Netherlands,662081,10.71,E1,1,Amgen Europe BV,The Netherlands,2024-02-05,1
9498,76118/1,VELCADE,3.5mg,1 vial,Injectable powder for solution,Mersaco,BSP Pharmaceuticals SpA,Italy,577565,10.71,E1,1,Janssen Cilag  International NV,Belgium,2024-02-05,1
10819,96420/1,VELZOME,3.5mg,1vial,Powder for solution for injection,Khalil Fattal & Fils S.A.L.,Salutas Pharma GmbH,Germany,4283402.985,19.35,D,1,Hexal AG,Germany,2024-02-05,1
9327,108517/1,VEMLIDY,25mg,30,"Tablet, film coated",Khalil Fattal & Fils S.A.L.,Gilead Sciences Ireland UC,Ireland,10192045.95,19.35,D,1,Gilead Sciences International Ltd,UK,2024-02-05,70
9175,55117/1,VENCLEXTA,100mg,120 (Bottle),Tablet,Interpharma S.A.L.,Abbvie Inc,USA,11610610,2.44,E2,1,Abbvie Inc,USA,2024-02-05,1
9176,54817/1,VENCLEXTA,"10mg, 50mg, 100mg",42 (Starting pack),Tablet,Interpharma S.A.L.,Abbvie Inc,USA,3131943,2.44,E2,1,Abbvie Inc,USA,2024-02-05,1
9153,54917/1,VENCLEXTA,10mg,14,Tablet,Interpharma S.A.L.,Abbvie Inc,USA,12966029.68,21.26,C,144.8718401,Abbvie Inc,USA,2024-02-05,1
9152,55017/1,VENCLEXTA,50mg,7,Tablet,Interpharma S.A.L.,Abbvie Inc,USA,13090103.74,19.35,D,1,Abbvie Inc,USA,2024-02-05,70
10593,8720/1,VENLAFAXINE ARROW GENERIQUES LP,75mg,50,"Tablet, prolonged release",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,1075074,23.08,A2,12.012,Arrow Génériques,France,2024-02-05,1
10594,8820/1,VENLAFAXINE ARROW GENERIQUES LP,150mg,30,"Tablet, prolonged release",Darapharma S.A.L.,APL Swift Services (Malta) Limited,Malta,987724.2375,23.08,A2,11.036025,Arrow Génériques,France,2024-02-05,1
11097,115822/1,VENLAFAXINE BIOGARAN LP,37.5mg,30,Gélules à libération prolongée,Commercial and Trading Ressources SAL (CTR),Egis Pharmaceuticals PLC,Hungary,538880.8425,23.08,A1,6.021015,Laboratoires Biogaran,France,2024-02-05,1
11098,115422/1,VENLAFAXINE BIOGARAN LP,75mg,30,Gélules à libération prolongée,Commercial and Trading Ressources SAL (CTR),Egis Pharmaceuticals PLC,Hungary,584571.4875,23.08,A1,6.531525,Laboratoires Biogaran,France,2024-02-05,1
5089,23892/07,VENLAX XR 150,150mg,20,"Capsule, extended release",Benta Trading Co s.a.l.,Benta SAL,Lebanon,944529.3,23.08,A2,10.5534,-,-,2024-02-05,1
8827,87716/1,VENLAX XR 150,150mg,30,"Capsule, extended release",Benta Trading Co s.a.l.,Benta SAL,Lebanon,1416793.95,23.08,A2,15.8301,-,-,2024-02-05,1
5248,222234/07,VENLAX XR 37.5,37.5mg,20,"Capsule, extended release",Benta Trading Co s.a.l.,Benta SAL,Lebanon,383955,23.08,A1,4.29,-,-,2024-02-05,1
